"_id","time_local","remote_addr","request_method","http_user_agent","request_uri","http_referer","status","request_time","body_bytes_sent","score","model_version","user_agent_os","user_agent_browser","user_agent_device","request_uri_length"
"666411d46056afecee60f791","08/Jun/2024:08:09:56 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/status/401","-",401,0.002,0,-1.0,0,"Windows","Chrome","Other",""
"666411d46056afecee60f792","08/Jun/2024:08:09:56 +0000","172.20.0.1","GET","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/status/403","-",403,0.002,0,-1.0,0,"Android","Chrome Mobile","K",""
"666411d66056afecee60f793","08/Jun/2024:08:09:58 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1 RDDocuments/8.4.8.940","/delay/2","-",200,2.003,472,-1.0,0,"iOS","Mobile Safari","iPhone",""
"666411d66056afecee60f794","08/Jun/2024:08:09:58 +0000","172.20.0.1","PATCH","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/120.0.2210.105 Version/17.0 Mobile/15E148 Safari/604.1","/status/403","-",403,0.003,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411d66056afecee60f795","08/Jun/2024:08:09:58 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/put","-",200,0.002,408,-1.0,0,"Windows","Firefox","Other",""
"666411d66056afecee60f796","08/Jun/2024:08:09:58 +0000","172.20.0.1","POST","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/status/403","-",403,0.002,0,-1.0,0,"Android","Chrome Mobile","K",""
"666411d66056afecee60f797","08/Jun/2024:08:09:58 +0000","172.20.0.1","POST","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/post","-",200,0.003,440,-1.0,0,"Android","Chrome Mobile","K",""
"666411d66056afecee60f798","08/Jun/2024:08:09:58 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/patch","-",200,0.002,455,-1.0,0,"Windows","Edge","Other",""
"666411d86056afecee60f799","08/Jun/2024:08:10:00 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/2","-",200,2.003,440,-1.0,0,"Windows","Edge","Other",""
"666411d86056afecee60f79a","08/Jun/2024:08:10:00 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/post","-",200,0.004,440,-1.0,0,"Windows","Chrome","Other",""
"666411d96056afecee60f79b","08/Jun/2024:08:10:01 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Config/92.2.2788.20","/delay/1","-",200,1.004,446,-1.0,0,"Windows","Chrome","Other",""
"666411d96056afecee60f79c","08/Jun/2024:08:10:01 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/121.0.2277.107 Version/17.0 Mobile/15E148 Safari/604.1","/status/200","-",200,0.003,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411d96056afecee60f79d","08/Jun/2024:08:10:01 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/status/500","-",500,0.003,0,-1.0,0,"Windows","Chrome","Other",""
"666411d96056afecee60f79e","08/Jun/2024:08:10:01 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/post","-",200,0.003,440,-1.0,0,"Windows","Chrome","Other",""
"666411d96056afecee60f79f","08/Jun/2024:08:10:01 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/status/200","-",200,0.003,0,-1.0,0,"Android","Chrome Mobile","K",""
"666411d96056afecee60f7a0","08/Jun/2024:08:10:01 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/0","-",200,0.004,412,-1.0,0,"Windows","Edge","Other",""
"666411d96056afecee60f7a1","08/Jun/2024:08:10:01 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/put","-",200,0.002,439,-1.0,0,"Windows","Chrome","Other",""
"666411d96056afecee60f7a2","08/Jun/2024:08:10:01 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/put","-",200,0.002,439,-1.0,0,"Windows","Chrome","Other",""
"666411db6056afecee60f7a3","08/Jun/2024:08:10:03 +0000","172.20.0.1","PATCH","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/119.0.2151.78 Version/17.0 Mobile/15E148 Safari/604.1","/delay/2","-",200,2.005,471,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411db6056afecee60f7a4","08/Jun/2024:08:10:03 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/put","-",200,0.004,453,-1.0,0,"Windows","Edge","Other",""
"666411db6056afecee60f7a5","08/Jun/2024:08:10:03 +0000","172.20.0.1","DELETE","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/117.0.2045.48 Version/17.0 Mobile/15E148 Safari/604.1","/status/400","-",400,0.002,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411db6056afecee60f7a6","08/Jun/2024:08:10:03 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/500","-",500,0.002,0,-1.0,0,"Windows","Edge","Other",""
"666411db6056afecee60f7a7","08/Jun/2024:08:10:03 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/post","-",200,0.002,409,-1.0,0,"Windows","Firefox","Other",""
"666411dc6056afecee60f7a8","08/Jun/2024:08:10:04 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/1","-",200,1.004,440,-1.0,0,"Windows","Edge","Other",""
"666411dd6056afecee60f7a9","08/Jun/2024:08:10:05 +0000","172.20.0.1","PUT","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/delay/1","-",200,1.005,426,-1.0,0,"Android","Chrome Mobile","K",""
"666411dd6056afecee60f7aa","08/Jun/2024:08:10:05 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/get","-",200,0.004,317,-1.0,0,"Windows","Firefox","Other",""
"666411dd6056afecee60f7ab","08/Jun/2024:08:10:05 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/status/404","-",404,0.002,0,-1.0,0,"Windows","Firefox","Other",""
"666411dd6056afecee60f7ac","08/Jun/2024:08:10:05 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0 Herring/95.1.1930.31","/post","-",200,0.003,475,-1.0,0,"Windows","Edge","Other",""
"666411dd6056afecee60f7ad","08/Jun/2024:08:10:05 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/120.0.2210.105 Version/17.0 Mobile/15E148 Safari/604.1","/delay/0","-",200,0.003,472,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411df6056afecee60f7ae","08/Jun/2024:08:10:07 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/2","-",200,2.003,440,-1.0,0,"Windows","Edge","Other",""
"666411e26056afecee60f7af","08/Jun/2024:08:10:09 +0000","172.20.0.1","PUT","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) AvastSecureBrowser/5.3.1 Mobile/15E148 Version/17.0 Safari/605.1.15","/delay/2","-",200,2.004,478,-1.0,0,"iOS","Mobile Safari UI/WKWebView","iPhone",""
"666411e26056afecee60f7b0","08/Jun/2024:08:10:10 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1","/status/400","-",400,0.003,0,-1.0,0,"iOS","Mobile Safari","iPhone",""
"666411e46056afecee60f7b1","08/Jun/2024:08:10:12 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/delay/2","-",200,2.026,426,-1.0,0,"Windows","Chrome","Other",""
"666411e46056afecee60f7b2","08/Jun/2024:08:10:12 +0000","172.20.0.1","GET","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/121.0.2277.107 Version/17.0 Mobile/15E148 Safari/604.1","/status/204","-",204,0.003,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411e46056afecee60f7b3","08/Jun/2024:08:10:12 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/116.0.1938.72 Version/17.0 Mobile/15E148 Safari/604.1","/status/200","-",200,0.002,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411e66056afecee60f7b4","08/Jun/2024:08:10:14 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/2","-",200,2.004,440,-1.0,0,"Windows","Edge","Other",""
"666411e76056afecee60f7b5","08/Jun/2024:08:10:15 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/121.0.2277.107 Version/17.0 Mobile/15E148 Safari/604.1","/delay/1","-",200,1.004,472,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411e76056afecee60f7b6","08/Jun/2024:08:10:15 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delete","-",200,0.005,456,-1.0,0,"Windows","Edge","Other",""
"666411e76056afecee60f7b7","08/Jun/2024:08:10:15 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/patch","-",200,0.004,455,-1.0,0,"Windows","Edge","Other",""
"666411e76056afecee60f7b8","08/Jun/2024:08:10:15 +0000","172.20.0.1","DELETE","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1","/status/200","-",200,0.001,0,-1.0,0,"iOS","Mobile Safari","iPhone",""
"666411e76056afecee60f7b9","08/Jun/2024:08:10:15 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/404","-",404,0.001,0,-1.0,0,"Windows","Edge","Other",""
"666411e76056afecee60f7ba","08/Jun/2024:08:10:15 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/400","-",400,0.002,0,-1.0,0,"Windows","Edge","Other",""
"666411e86056afecee60f7bb","08/Jun/2024:08:10:16 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0 GLS/100.10.9415.94","/delay/1","-",200,1.004,459,-1.0,0,"Windows","Edge","Other",""
"666411e86056afecee60f7bc","08/Jun/2024:08:10:16 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0 Unique/97.7.7286.70","/put","-",200,0.003,473,-1.0,0,"Windows","Edge","Other",""
"666411e86056afecee60f7bd","08/Jun/2024:08:10:16 +0000","172.20.0.1","PUT","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/119.0.2151.105 Version/17.0 Mobile/15E148 Safari/604.1","/status/404","-",404,0.002,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411e86056afecee60f7be","08/Jun/2024:08:10:16 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/status/400","-",400,0.002,0,-1.0,0,"Windows","Chrome","Other",""
"666411e86056afecee60f7bf","08/Jun/2024:08:10:16 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/delete","-",200,0.004,442,-1.0,0,"Android","Chrome Mobile","K",""
"666411e86056afecee60f7c0","08/Jun/2024:08:10:16 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/403","-",403,0.002,0,-1.0,0,"Windows","Edge","Other",""
"666411ea6056afecee60f7c1","08/Jun/2024:08:10:18 +0000","172.20.0.1","PUT","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1 RDDocuments/8.4.8.940","/delay/2","-",200,2.003,472,-1.0,0,"iOS","Mobile Safari","iPhone",""
"666411ea6056afecee60f7c2","08/Jun/2024:08:10:18 +0000","172.20.0.1","PUT","Mozilla/5.0 (iPad; CPU OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/605.1.15","/status/403","-",403,0.003,0,-1.0,0,"iOS","Mobile Safari","iPad",""
"666411ea6056afecee60f7c3","08/Jun/2024:08:10:18 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/delay/0","-",200,0.004,426,-1.0,0,"Android","Chrome Mobile","K",""
"666411ea6056afecee60f7c4","08/Jun/2024:08:10:18 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/120.0.2210.126 Version/17.0 Mobile/15E148 Safari/604.1","/post","-",200,0.004,486,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411eb6056afecee60f7c5","08/Jun/2024:08:10:19 +0000","172.20.0.1","GET","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15","/delay/1","-",200,1.004,404,-1.0,0,"Mac OS X","Safari","Mac",""
"666411eb6056afecee60f7c6","08/Jun/2024:08:10:19 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/500","-",500,0.002,0,-1.0,0,"Windows","Edge","Other",""
"666411eb6056afecee60f7c7","08/Jun/2024:08:10:19 +0000","172.20.0.1","PATCH","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/120.0.2210.86 Version/17.0 Mobile/15E148 Safari/604.1","/patch","-",200,0.003,486,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411eb6056afecee60f7c8","08/Jun/2024:08:10:19 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/116.0.1938.79 Version/17.0 Mobile/15E148 Safari/604.1","/status/500","-",500,0.001,0,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411ed6056afecee60f7c9","08/Jun/2024:08:10:21 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0 Trailer/93.3.3695.30","/delay/2","-",200,2.003,461,-1.0,0,"Windows","Edge","Other",""
"666411ed6056afecee60f7ca","08/Jun/2024:08:10:21 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/get","-",200,0.004,362,-1.0,0,"Windows","Edge","Other",""
"666411ed6056afecee60f7cb","08/Jun/2024:08:10:21 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/status/404","-",404,0.002,0,-1.0,0,"Windows","Edge","Other",""
"666411ee6056afecee60f7cc","08/Jun/2024:08:10:22 +0000","172.20.0.1","DELETE","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/delay/1","-",200,1.004,395,-1.0,0,"Windows","Firefox","Other",""
"666411ee6056afecee60f7cd","08/Jun/2024:08:10:22 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0 Config/91.2.2121.13","/status/200","-",200,0.003,0,-1.0,0,"Windows","Firefox","Other",""
"666411f06056afecee60f7ce","08/Jun/2024:08:10:24 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/delay/2","-",200,2.004,426,-1.0,0,"Windows","Chrome","Other",""
"666411f06056afecee60f7cf","08/Jun/2024:08:10:24 +0000","172.20.0.1","PUT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/delay/0","-",200,0.004,440,-1.0,0,"Windows","Edge","Other",""
"666411f06056afecee60f7d0","08/Jun/2024:08:10:24 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/status/204","-",204,0.002,0,-1.0,0,"Windows","Chrome","Other",""
"666411f06056afecee60f7d1","08/Jun/2024:08:10:24 +0000","172.20.0.1","PATCH","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/patch","-",200,0.002,441,-1.0,0,"Android","Chrome Mobile","K",""
"666411f26056afecee60f7d2","08/Jun/2024:08:10:26 +0000","172.20.0.1","POST","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/delay/2","-",200,2.004,426,-1.0,0,"Android","Chrome Mobile","K",""
"666411f26056afecee60f7d3","08/Jun/2024:08:10:26 +0000","172.20.0.1","GET","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","/status/500","-",500,0.002,0,-1.0,0,"Windows","Chrome","Other",""
"666411f46056afecee60f7d4","08/Jun/2024:08:10:28 +0000","172.20.0.1","POST","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1 OPT/4.2.3","/delay/2","-",200,2.004,460,-1.0,0,"iOS","Mobile Safari","iPhone",""
"666411f46056afecee60f7d5","08/Jun/2024:08:10:28 +0000","172.20.0.1","PUT","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/120.0.2210.86 Version/17.0 Mobile/15E148 Safari/604.1","/delay/0","-",200,0.004,471,-1.0,0,"iOS","Edge Mobile","iPhone",""
"666411f46056afecee60f7d6","08/Jun/2024:08:10:28 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0","/post","-",200,0.003,454,-1.0,0,"Windows","Edge","Other",""
"666411f46056afecee60f7d7","08/Jun/2024:08:10:28 +0000","172.20.0.1","PUT","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36","/status/401","-",401,0.002,0,-1.0,0,"Android","Chrome Mobile","K",""
"666411f46056afecee60f7d8","08/Jun/2024:08:10:28 +0000","172.20.0.1","POST","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0","/status/201","-",201,0.004,0,-1.0,0,"Windows","Firefox","Other",""
